Código do contrato,Nome do imóvel,Nome do proprietário,Bairro,Cidade,Estado,Número de inquilinos,Nome(s) do(s) inquilino(s),Número de proprietários/beneficiários,Nomes dos proprietários/beneficíarios,Valor do aluguel,Taxa de administração do contrato,Taxa de locação do contrato,Taxa de administração é valor fixo,Taxa de locação é valor fixo,Data de início do contrato,Data do fim do contrato,Valor de venda do imóvel,Data de recisão,Contrato ativo,Número de locações do imóvel,Data do último reajuste,Contrato suspenso,Gerente comercial,Tipo de imóvel,Tipo de contrato,Tempo de contrato,Tempo para fim do contrato,Valor taxa de administração,Valor taxa de locação
335/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 431A ",Martin Enzo Costa,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Alice Elza Aurora Araújo'],3,Martin Enzo Costa,700.0,10.0,0.0,Não,Sim,2021-12-01,2024-05-31,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,646,266.0,70.0,0.0
209/3,"Casa No Jardim Das Violetas, Avenida Dos Jequitibás 100 ",Paolo,Jardim Das Violetas,Sinop,MT,1,['Ademir Soares'],1,Paolo,570.0,10.0,0.0,Não,Sim,2021-12-01,2024-05-31,0.0,,Sim,3,2021-12-01,Sim,,Casa,Residencial,646,266.0,57.0,0.0
325/1,"Casa No Parque Florely (Nova Veneza), Rua Nossa Senhora Aparecida 456 ",Fiadteste Dois,Parque Florely (Nova Veneza),Sumaré,SP,1,['Ademir Soares'],1,Fiadteste Dois,1000.0,10.0,0.0,Não,Sim,2021-12-01,2024-05-31,0.0,,Sim,1,2021-12-01,Sim,,Casa,Residencial,646,266.0,100.0,0.0
327/1,"Casa No Jardim Dall'Orto, Rua Dante Barban 58 ",Lara Vanessa Priscila Rezende,Jardim Dall'Orto,Sumaré,SP,1,['Benedito Kauê Pinto'],1,Lara Vanessa Priscila Rezende,500.0,10.0,0.0,Não,Sim,2021-12-01,2024-05-31,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,646,266.0,50.0,0.0
324/1,"Casa No Vila Teixeira, Rua Joaquim Vilac 89 ",Carla Mariana,Vila Teixeira,Campinas,SP,1,['Alice Elza Aurora Araújo'],2,Carla Mariana,1000.0,10.0,100.0,Não,Não,2021-12-01,2024-05-31,0.0,,Sim,1,2021-12-01,Sim,,Casa,Residencial,646,266.0,100.0,1000.0
312/1,"Casa No Jardim Maria Antonia (Nova Veneza), Rua Isabela Luna Tavares 1552 ",Liz Mariah Da Luz,Jardim Maria Antonia (Nova Veneza),Sumaré,SP,1,['Base Software'],1,Liz Mariah Da Luz,6000.0,0.0,0.0,Não,Sim,2021-12-01,2024-05-31,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,646,266.0,0.0,0.0
Pati Teste/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 950 ",Gustavo André Tomás Bernardes,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Alice Elza Aurora Araújo'],1,Gustavo André Tomás Bernardes,1200.0,10.0,0.0,Não,Sim,2021-12-06,2024-06-05,0.0,,Sim,1,2021-12-01,Sim,,Casa,Residencial,641,271.0,120.0,0.0
331/1,"Casa No Vila Manoel Ferreira, Rua Yolanda Palmieri Mangili 1 ",Icaro  Gerente,Vila Manoel Ferreira,Campinas,SP,1,['Base Software'],1,Icaro  Gerente,1500.0,8.0,,Não,Não,2021-12-08,2024-06-07,0.0,,Sim,1,2022-12-08,Sim,,Casa,Residencial,639,273.0,120.0,
337/1,"Casa No Parque Florely (Nova Veneza), Rua Nossa Senhora Aparecida 123 ",Maria José,Parque Florely (Nova Veneza),Sumaré,SP,1,['Casa de rações'],1,Maria José,1000.0,10.0,0.0,Não,Sim,2021-12-09,2024-06-08,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,638,274.0,100.0,0.0
334/1,"Casa No Gilberto Mestrinho, Rua Canadá",Jay Z,Gilberto Mestrinho,Manaus,AM,1,['Ademir Soares'],2,Jay Z,100.0,0.0,,Não,Não,2021-12-09,2024-06-08,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,638,274.0,0.0,
333/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 123A ",Antonella Carla Raquel Moraes,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Guilherme Bonfim'],1,Antonella Carla Raquel Moraes,1200.0,15.0,0.0,Não,Sim,2021-12-09,2024-06-08,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,638,274.0,180.0,0.0
332/1,"Casa No Parque Das Indústrias (Nova Veneza), Rua Serra Negra 622 ",Vicente Cauê Das Neves,Parque Das Indústrias (Nova Veneza),Sumaré,SP,1,['Pietra Raquel Silveira'],1,Vicente Cauê Das Neves,1600.0,10.0,0.0,Não,Sim,2021-12-09,2024-06-08,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,638,274.0,160.0,0.0
340/1,"Casa No Eqweqwe, Dqweeq",Rede Vistoriass,Eqweqwe,Eqweqwe,AC,1,['Ademir Soares'],1,Rede Vistoriass,1000.0,8.0,0.0,Não,Sim,2021-12-10,2024-06-09,,,Sim,1,2021-12-01,Sim,,Casa,Residencial,637,275.0,80.0,0.0
338/1,"Apartamento No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 591 ",Theo Antonio Manoel Gonçalves,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Guilherme Bonfim'],1,Theo Antonio Manoel Gonçalves,1000.0,100.0,0.0,Sim,Sim,2021-12-10,2024-06-09,,,Sim,1,2021-12-01,Sim,,Apartamento,Residencial,637,275.0,100.0,0.0
342/2,"Edícula No Jardim Dos Oliveiras, Rua Tupã 987561 ",Almira Santanna,Jardim Dos Oliveiras,Campinas,SP,1,['Aline Freitas'],1,Almira Santanna,15000.0,10.0,0.0,Não,Não,2021-12-14,2024-06-13,,,Sim,2,2021-11-01,Sim,,Edícula,Residencial,633,279.0,1500.0,0.0
349/1,"Apartamento No Gilberto Mestrinho, Rua Canadá",Teste Giovanna,Gilberto Mestrinho,Manaus,AM,1,['Ademir Soares'],1,Teste Giovanna,500.0,0.0,,Não,Não,2021-12-21,2024-06-20,,,Sim,1,2021-12-01,Sim,,Apartamento,Residencial,626,286.0,0.0,
345/2,"Garagem No Jardim Dos Oliveiras, Rua Tupã 9856985 ",Teste Giovanna,Jardim Dos Oliveiras,Campinas,SP,1,['Ademir Soares'],1,Teste Giovanna,9856.0,0.0,0.0,Não,Sim,2021-12-21,2024-06-20,0.0,,Sim,2,2021-12-01,Sim,,Garagem,Residencial,626,286.0,0.0,0.0
348/1,"Apartamento No Residencial Parque Rochele Ii, Rua Ângelo Coggo 456 ",Teste Gi,Residencial Parque Rochele Ii,Santa Bárbara D'Oeste,SP,1,['Guilherme Bonfim'],1,Teste Gi,300.0,12.0,,Não,Não,2021-12-22,2024-06-21,,,Sim,1,2021-12-01,Sim,,Apartamento,Residencial,625,287.0,36.0,
liga400/2,"Casa No São José, Travessa Ligação 400 ",James Bronw,São José,Belford Roxo,RJ,1,['Ademir Soares'],1,James Bronw,1800.0,10.0,,Não,Não,2021-12-27,2024-06-26,,,Sim,2,2021-12-01,Sim,,Casa,Residencial,620,292.0,180.0,
371/1,"Casa No Parque Residencial Jundiaí Ii, Rua Jorge Lúcio",Teste,Parque Residencial Jundiaí Ii,Jundiaí,SP,1,['Bruna teste'],1,Teste,5000.0,10.0,0.0,Não,Sim,2021-12-31,2024-06-29,,,Sim,1,2021-12-31,Sim,,Casa,Residencial,616,295.0,500.0,0.0
681/1,"Casa No Alto Dos Buritis, Rua 18A 85 ",Joana Dark,Alto Dos Buritis,Gurupi,TO,1,['Adão Santos'],1,Joana Dark,10000.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,1000.0,0.0
570/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 56 ",Isabel Clara Ramos,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Jovelina Perola Negra'],3,Isabel Clara Ramos,1600.0,10.0,,Não,Não,2022-01-01,2024-06-30,,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,160.0,
553/2,"Barracão No Test Bai, Teste 1 100  Teste Comp ",Fiadteste Dois,Test Bai,Test Cid,AC,1,['Locteste Seis'],1,Fiadteste Dois,1000.0,10.0,,Não,Não,2022-01-01,2024-06-30,,,Sim,2,2022-01-01,Sim,,Barracão,Residencial,615,296.0,100.0,
211/2,"Casa No Parque Florely (Nova Veneza), Rua Nossa Senhora Aparecida 456  1 ",Fiadteste Dois,Parque Florely (Nova Veneza),Sumaré,SP,1,['Alfa 1'],1,Fiadteste Dois,10000.0,10.0,0.0,Não,Não,2022-01-01,2024-06-30,0.0,,Sim,2,2022-01-01,Sim,,Casa,Residencial,615,296.0,1000.0,0.0
504/1,"Casa No Botafogo, Rua Falcão Filho 3443 ",Bruno Guilherme Duarte,Botafogo,Campinas,SP,1,['Alice Elza Aurora Araújo'],1,Bruno Guilherme Duarte,200.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,,,Sim,1,2021-01-01,Sim,,Casa,Residencial,615,296.0,20.0,0.0
505/1,"Apartamento No Jardim Turim, Rua Movimento Jovem 187  123456789785241 ",Bruno Guilherme Duarte,Jardim Turim,Indaiatuba,SP,1,['Childish Gambino'],1,Bruno Guilherme Duarte,165532.5,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,0.0,,Sim,1,2023-01-01,Sim,,Apartamento,Residencial,615,296.0,16553.25,0.0
347/9,"Apartamento No Jardim Rosemary, Rua Soldado Juvenal Alves Correia 263  Condominio Teste ",Propteste Tres,Jardim Rosemary,Santa Bárbara D'Oeste,SP,1,['Black Alien'],1,Propteste Tres,1600.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,180000.0,,Sim,9,2021-01-01,Sim,,Apartamento,Residencial,615,296.0,160.0,0.0
503/1,"Casa No Jardim Amoreiras, Rua Maria Luíza Missio Mingone 256 ",Teste Suspensão 1,Jardim Amoreiras,Campinas,SP,1,['Teste Loc Suspensão 1'],1,Teste Suspensão 1,1000.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,100.0,0.0
502/1,"Casa No Jardim Petrópolis, Rua Joaquim Vieira 256 ",Teste Suspensão,Jardim Petrópolis,Campinas,SP,1,['Teste Loc Suspensão'],1,Teste Suspensão,1000.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,100.0,0.0
uru705/1,"Casa No Centro, Rua Uruguaiana 705 ",José Datena,Centro,Rio De Janeiro,RJ,1,['Little Michael'],1,José Datena,8000.0,10.0,,Não,Não,2022-01-01,2024-06-30,0.0,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,800.0,
uru704/1,"Casa No Centro, Rua Uruguaiana 704 ",Proprietário 01,Centro,Rio De Janeiro,RJ,1,['Alice Elza Aurora Araújo'],2,Proprietário 01,8000.0,10.0,,Não,Não,2022-01-01,2024-06-30,0.0,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,800.0,
399/3,"Casa No Jardim Bom Retiro (Nova Veneza), Rua Raimundo Alves Diniz 475 ",Paolo,Jardim Bom Retiro (Nova Veneza),Sumaré,SP,1,['Aline Freitas'],1,Paolo,11456.95,50.0,50.0,Não,Não,2022-01-01,2024-06-30,0.0,,Sim,3,2022-01-01,Sim,,Casa,Residencial,615,296.0,5728.475,5728.475
387/1,"Apartamento No Santa Cruz, Beco Elias 584  Ap 478 ",Bruna Silva,Santa Cruz,Rio De Janeiro,RJ,1,['Base Software'],2,Bruna Silva,2200.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,,,Sim,1,2022-01-01,Sim,,Apartamento,Residencial,615,296.0,220.0,0.0
382/1,"Casa No Asdasdatfafasfa, Dasddasdasdasd",Teste De Extrato Agrupado,Asdasdatfafasfa,Sfafafasf,AC,1,['Gutinho do sorvetinho'],1,Teste De Extrato Agrupado,1000.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,100.0,0.0
380/1,"Casa No São José, Travessa Ligação 33 ",Teste De Extrato Agrupado,São José,Belford Roxo,RJ,1,['Gutinho do sorvetinho'],1,Teste De Extrato Agrupado,1000.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,0.0,,Sim,1,2022-01-01,Sim,,Casa,Residencial,615,296.0,100.0,0.0
379/1,"Apartamento No Adsasdad, Teste Do Teste Do Tetse",Teste De Extrato Agrupado,Adsasdad,Sadsadasd,AP,1,['Gutinho do sorvetinho'],1,Teste De Extrato Agrupado,1000.0,10.0,0.0,Não,Sim,2022-01-01,2024-06-30,,,Sim,1,2022-01-01,Sim,,Apartamento,Residencial,615,296.0,100.0,0.0
361/3,"Casa No De Novo, Rua Eu Tento",Santiaguito,De Novo,Campinas,SP,1,['teste 5'],1,Santiaguito,1000.0,10.0,0.0,Não,Não,2022-01-01,2024-06-30,,,Sim,3,2022-01-01,Sim,,Casa,Residencial,615,296.0,100.0,0.0
408/1,"Casa No Nossa Senhora Aparecida, Rua Miss Loyd 25 ",Gustavão,Nossa Senhora Aparecida,Boa Vista,RR,3,"['Vinicius', 'Gabriel', 'Felipe']",1,Gustavão,1500.0,6.0,0.0,Não,Não,2022-01-03,2024-07-02,,,Sim,1,2022-01-03,Sim,,Casa,Residencial,613,298.0,90.0,0.0
370/1,"Área Comum No Jardim Nova Europa, Rua São José Do Rio Preto",Fiadteste Dois,Jardim Nova Europa,Campinas,SP,1,['Aline Freitas'],1,Fiadteste Dois,16950.0,0.0,0.0,Não,Sim,2022-01-03,2024-07-02,,,Suspenso,1,2022-01-03,Não,,Área comum,Residencial,613,298.0,0.0,0.0
363/1,"Edícula No Jardim Rosemary, Rua Soldado Juvenal Alves Correia 2  Complemento ",Superteste,Jardim Rosemary,Santa Bárbara D'Oeste,SP,1,['Clara e Fábio Adega ME'],1,Superteste,800.0,10.0,,Não,Não,2022-01-03,2024-07-02,,,Sim,1,2022-01-03,Sim,,Edícula,Residencial,613,298.0,80.0,
369/1,"Apartamento Duplex No Jardim Dos Oliveiras, R. Joaquim Vilac 501 ",Fiadteste Dois,Jardim Dos Oliveiras,Campinas,SP,1,['Guilherme Bonfim'],1,Fiadteste Dois,1560.0,0.0,0.0,Não,Sim,2022-01-04,2024-07-03,,,Suspenso,1,2022-01-04,Não,,Apartamento duplex,Residencial,612,299.0,0.0,0.0
398/1,"Flat No Jardim Dos Oliveiras, Rua Tupã",Paolo,Jardim Dos Oliveiras,Campinas,SP,1,['Alice Elza Aurora Araújo'],1,Paolo,10000.0,0.0,0.0,Não,Sim,2022-01-05,2024-07-04,,,Sim,1,2022-01-05,Sim,,Flat,Residencial,611,300.0,0.0,0.0
397/1,"Flat No Jardim Dos Oliveiras, Rua Tupã",Gt Emprrendimentos Imobiliários,Jardim Dos Oliveiras,Campinas,SP,1,['Alice Elza Aurora Araújo'],1,Gt Emprrendimentos Imobiliários,1000.0,0.0,0.0,Não,Sim,2022-01-05,2024-07-04,,,Sim,1,2022-01-05,Sim,,Flat,Residencial,611,300.0,0.0,0.0
44/3,"Casa No Vila José Kalil Aun, Avenida Rio Branco 14 ",Paolo,Vila José Kalil Aun,Cosmópolis,SP,1,['Alice Elza Aurora Araújo'],1,Paolo,1000.0,10.0,100.0,Não,Não,2022-01-05,2024-07-04,0.0,,Sim,3,2022-01-05,Sim,,Casa,Residencial,611,300.0,100.0,1000.0
388/1,"Apartamento Triplex No Jardim Dos Oliveiras, R. Joaquim Vilac 501 ",Joana Dark,Jardim Dos Oliveiras,Campinas,SP,1,['Aline Freitas'],1,Joana Dark,1740.0,0.0,0.0,Não,Sim,2022-01-06,2024-07-05,,,Sim,1,2022-01-06,Sim,,Apartamento triplex,Residencial,610,301.0,0.0,0.0
175/2,"Andar Corporativo No Santa Cruz, Rua 55 456  Ap 2012 ",Bruna Silva,Santa Cruz,Miguel Pereira,RJ,1,['Guilherme Bonfim'],2,Bruna Silva,1740.0,10.0,0.0,Não,Sim,2022-01-06,2024-07-05,,,Sim,2,2022-01-06,Sim,,Andar corporativo,Residencial,610,301.0,174.0,0.0
839/1,"Casa No Jardim Maria Celina, Avenida Rosalvo Marques Bonfim 899  Casa 82 ",Rubia Teste,Jardim Maria Celina,Londrina,PR,1,['maria e jose'],1,Rubia Teste,1300.0,10.0,5000.0,Não,Sim,2023-07-10,2024-07-09,0.0,,Sim,1,2023-07-01,Não,,Casa,Residencial,60,305.0,130.0,5000.0
396/1,"Casa No Jardim Recanto Dos Sonhos, Rua Paulo Francisco Ferraz 6511 ",Teste Giovanna 1,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Ademir Soares'],1,Giovanna,6200.0,20.0,0.0,Não,Sim,2022-01-10,2024-07-09,,,Sim,1,2022-01-10,Sim,,Casa,Residencial,606,305.0,1240.0,0.0
357/1,"Escritório No Jardim Dos Oliveiras, Rua Tupã",Beyoncé,Jardim Dos Oliveiras,Campinas,SP,1,['Bárbara Patrão'],1,Beyoncé,1589459156.0,0.0,0.0,Não,Sim,2022-01-12,2024-07-11,,,Sim,1,2022-01-12,Sim,,Escritório,Residencial,604,307.0,0.0,0.0
217/2,"Casa No Jardim Das Violetas, Avenida Dos Jequitibás 1102 ",Paolo,Jardim Das Violetas,Sinop,MT,1,['Ademir Soares'],1,Paolo,7504.14,10.0,0.0,Não,Não,2022-01-14,2024-07-13,0.0,,Sim,2,2023-01-14,Sim,,Casa,Residencial,602,309.0,750.4140000000001,0.0
554/1,"Casa No Jardim Turim, Rua Movimento Jovem 669 ",Teste Giovanna 1,Jardim Turim,Indaiatuba,SP,1,['Eva e Adão'],1,Giovanna,1000.0,0.0,0.0,Não,Sim,2022-01-15,2024-07-14,,,Sim,1,2021-01-01,Sim,,Casa,Residencial,601,310.0,0.0,0.0
189/2,"Casa No Teste Santiago, Teste Santiago",Santiaguito,Teste Santiago,Campinas,SP,1,['Dimob'],2,Santiaguito,5000.0,10.0,0.0,Não,Não,2022-01-20,2024-07-19,0.0,,Sim,2,2022-01-20,Sim,,Casa,Residencial,596,315.0,500.0,0.0
354/2,"Casa No Jardim Primavera, Rua Fernando Costa 500 ",Joana Dark,Jardim Primavera,Campinas,SP,1,['Ademir Soares'],1,Joana Dark,1480.68,10.0,0.0,Não,Sim,2022-01-25,2024-07-24,526959.0,,Sim,2,2022-01-25,Sim,,Casa,Residencial,591,320.0,148.068,0.0
590/1,"Apartamento Duplex No Carvoeira, Rua Capitão Romualdo De Barros 997  Ap ",Joana Dark,Carvoeira,Florianópolis,SC,1,['Adão Santos'],1,Joana Dark,8000.0,10.0,0.0,Não,Sim,2022-08-01,2024-07-31,,,Sim,1,2022-08-01,Sim,,Apartamento duplex,Residencial,403,327.0,800.0,0.0
155/1,"Casa No Jardim Nossa Senhora De Fátima, Rua José Moscardini 88 ",Brunielen Gomes,Jardim Nossa Senhora De Fátima,Hortolândia,SP,1,['Ademir Soares'],1,Brunielen Gomes,8000.0,150.0,8000.0,Sim,Sim,2022-02-01,2024-07-31,0.0,,Sim,1,2023-02-01,Sim,,Casa,Residencial,584,327.0,150.0,8000.0
447/1,"Escritório No Jardim Santa Clara Do Lago I, Rua Antônio Gonzaga Dos Santos 88 ",Brunielen Gomes,Jardim Santa Clara Do Lago I,Hortolândia,SP,2,"['Ademir Soares', 'Adão Santos']",2,Brunielen Gomes,8740.99,8.0,,Não,Não,2022-02-01,2024-07-31,250000.0,,Sim,1,2023-02-01,Sim,,Escritório,Comercial,584,327.0,699.2792,
416/1,"Casa No Bairro Teste, Rua Teste 1 ",Proprietário Do Teste De Cadastro,Bairro Teste,Cidade Teste,SP,1,['Bruna teste'],1,Proprietário Do Teste De Cadastro,1092.62,8.0,0.0,Não,Sim,2022-02-01,2024-07-31,,,Sim,1,2023-02-01,Sim,,Casa,Residencial,584,327.0,87.4096,0.0
720/1,"Casa No Centro, Rua João Cigano",Carlos Alberto De Nóbrega Praça,Centro,Petrolina,PE,2,"['teste março 2', 'teste março']",1,Carlos Alberto De Nóbrega Praça,786.69,10.0,0.0,Não,Sim,2022-02-02,2024-08-01,,,Sim,1,2023-02-02,Sim,,Casa,Residencial,583,328.0,78.66900000000001,0.0
665/1,"Apartamento No Jardim Botânico, Rua Pacheco Leão 150  Apt.105 - Bloco 2 ",Elias Candido,Jardim Botânico,Rio De Janeiro,RJ,1,['Carlos Costa'],1,Elias Candido,2045.51,34.9,0.0,Não,Não,2022-02-05,2024-08-04,,,Sim,1,2023-02-05,Sim,,Apartamento,Residencial,580,331.0,713.88299,0.0
208/4,"Casa No Jardim Das Violetas, Avenida Dos Jequitibás",Paolo,Jardim Das Violetas,Sinop,MT,1,['Ademir Soares'],1,Paolo,5244.6,10.0,0.0,Não,Sim,2022-02-09,2024-08-08,0.0,,Sim,4,2023-02-09,Sim,,Casa,Residencial,576,335.0,524.46,0.0
uru701/2,"Casa No Centro, Rua Uruguaiana 701 ",Bg The Prince Of Rap,Centro,Rio De Janeiro,RJ,1,['Bruna Silva Locataria'],2,Bg The Prince Of Rap,8740.99,10.0,,Não,Não,2022-02-09,2024-08-08,,,Sim,2,2023-02-09,Sim,,Casa,Residencial,576,335.0,874.099,
101/2,"Casa No Jardim Denadai (Nova Veneza), Rua Benedita Da Costa Sarico Gonçalves 171 ",Luiz Da Silva Silva,Jardim Denadai (Nova Veneza),Sumaré,SP,1,['Alice Elza Aurora Araújo'],1,Luiz Da Silva Silva,1638.94,0.0,,Não,Não,2022-02-09,2024-08-08,0.0,,Sim,2,2023-02-09,Sim,,Casa,Residencial,576,335.0,0.0,
403/1,"Casa No Jardim São Lourenço, Rua Doutor Coriolano Burgos 1280 ",Paulo,Jardim São Lourenço,Amparo,SP,1,['Ademir Soares'],1,Paulo,2185.25,10.0,10.0,Não,Sim,2022-02-09,2024-08-08,5000000.0,,Sim,1,2023-02-09,Sim,,Casa,Residencial,576,335.0,218.525,10.0
487/1,"Casa No Jardim Bom Retiro (Nova Veneza), Rua Vicente Rodrigues 123 ",Teste - Cobrança Rescisão,Jardim Bom Retiro (Nova Veneza),Sumaré,SP,1,['teste loc rescisão'],1,Teste - Cobrança Rescisão,1092.62,0.0,0.0,Não,Sim,2022-02-10,2024-08-09,,,Sim,1,2023-02-10,Sim,,Casa,Residencial,575,336.0,0.0,0.0
405/1,"Casa No Jardim Samambaia, Rua Vítor Meirelles 415 ",Icaro  Gerente,Jardim Samambaia,Campinas,SP,1,['Guilherme Bonfim'],2,Icaro  Gerente,1638.94,10.0,100.0,Não,Não,2022-02-10,2024-08-09,0.0,,Sim,1,2023-02-10,Sim,,Casa,Residencial,575,336.0,163.894,1638.94
425/1,"Casa No Teste, Teste 3  Teste ",Superteste,Teste,Teste,AC,1,['Bruna Silva Teste'],1,Superteste,1420.41,0.0,0.0,Não,Sim,2022-02-15,2024-08-14,,,Sim,1,2023-02-15,Sim,,Casa,Residencial,570,341.0,0.0,0.0
423/1,"Casa No Cambui, Rua Padre Vieira 970 970 ",Mari Teste,Cambui,Campinas,SP,1,['Adão Santos'],1,Mari Teste,1420.41,0.0,0.0,Não,Sim,2022-02-15,2024-08-14,0.0,,Sim,1,2023-02-15,Sim,,Casa,Residencial,570,341.0,0.0,0.0
429/1,"Casa No Chácara Santa Letícia, Rua Santa Letícia 100 ",Fiadteste Dois,Chácara Santa Letícia,Campinas,SP,1,['Adão Santos'],1,Fiadteste Dois,1092.62,0.0,0.0,Não,Sim,2022-02-24,2024-08-23,100000.0,,Sim,1,2023-02-24,Sim,,Casa,Residencial,561,350.0,0.0,0.0
439/1,"Escritório No Jardim Santa Clara Do Lago I, Rua Antônio Gonzaga Dos Santos 88 ",Brunielen Gomes,Jardim Santa Clara Do Lago I,Hortolândia,SP,1,['Alexandre Santos'],1,Brunielen Gomes,8740.99,110.0,0.0,Sim,Não,2022-02-28,2024-08-27,250000.0,,Sim,1,2023-02-28,Sim,,Escritório,Residencial,557,354.0,110.0,0.0
29/3,"Apartamento No Jardim Dos Oliveiras, Rua Edmundo Plácido Chiavegatto 001 ",Ingrid Teste,Jardim Dos Oliveiras,Campinas,SP,1,['João Fran'],1,Ingrid Teste,20000.0,100.0,10.0,Não,Sim,2019-08-31,2024-08-30,0.0,,Sim,3,2021-06-30,Sim,,Apartamento,Residencial,1469,357.0,20000.0,10.0
593/1,"Casa No Carvoeira, Rua Capitão Romualdo De Barros 997 ",Joana Dark,Carvoeira,Florianópolis,SC,1,['Adão Santos'],1,Joana Dark,1000.0,10.0,0.0,Não,Sim,2022-09-01,2024-08-31,,,Sim,1,2022-09-01,Sim,,Casa,Residencial,372,358.0,100.0,0.0
486/2,"Casa No Jardim Bom Retiro (Nova Veneza), Rua Raimundo Alves Diniz 123 ",Teste - Manutenção Prop,Jardim Bom Retiro (Nova Veneza),Sumaré,SP,1,['Alexandre Santos'],1,Teste - Manutenção Prop,1000.0,0.0,0.0,Não,Sim,2022-03-01,2024-08-31,,,Sim,2,2023-03-01,Sim,,Casa,Residencial,556,358.0,0.0,0.0
uru901/1,"Apartamento No Centro, Rua Uruguaiana 901 ",Beth Carvalho,Centro,Rio De Janeiro,RJ,1,['Eva e Adão'],1,Beth Carvalho,9800.0,10.0,0.0,Não,Não,2022-03-01,2024-08-31,0.0,,Sim,1,2022-03-01,Sim,,Apartamento,Residencial,556,358.0,980.0,0.0
453/1,"Casa No Jardim Nova Hortolândia I, Rua Frederico Alves Da Costa 100 ",Luna Tatiane Isis Da Rosa,Jardim Nova Hortolândia I,Hortolândia,SP,1,['Luan Leandro Davi Mendes'],1,Luna Tatiane Isis Da Rosa,1000.0,170.0,0.0,Sim,Sim,2022-03-01,2024-08-31,,,Sim,1,2022-03-01,Sim,,Casa,Residencial,556,358.0,170.0,0.0
440/1,"Edícula No Jardim Rosemary, Rua Soldado Juvenal Alves Correia 2  Teste ",Construtora Teste,Jardim Rosemary,Santa Bárbara D'Oeste,SP,1,['Bruna Silva Locataria'],1,Construtora Teste,1000.0,5.0,,Não,Não,2022-03-01,2024-08-31,100000.0,,Sim,1,2022-03-01,Sim,,Edícula,Residencial,556,358.0,50.0,
428/1,"Sala Comercial No Jardim Dos Oliveiras, Rua Ceci 452 ",Rodrigo Barros,Jardim Dos Oliveiras,Campinas,SP,1,['Alice Elza Aurora Araújo'],1,Rodrigo Barros,1500.0,10.0,0.0,Não,Sim,2022-03-01,2024-08-31,,,Sim,1,2022-03-01,Sim,,Sala comercial,Residencial,556,358.0,150.0,0.0
426/1,"Apartamento No Residencial Parque Rio Das Pedras, Rua Martha Cordeiro Rodrigues Lima 53  Apto 55 ",Kili,Residencial Parque Rio Das Pedras,Campinas,SP,1,['Thorin escudo de carvalho'],1,Kili,3500.0,10.0,0.0,Não,Não,2022-03-01,2024-08-31,0.0,,Sim,1,2022-03-01,Sim,,Apartamento,Residencial,556,358.0,350.0,0.0
468/1,"Casa No Jardim São Paulo(Zona Leste), Rua Cristóvão Mendes",Tony Ramos,Jardim São Paulo(Zona Leste),São Paulo,SP,1,['Eva e Adão'],1,Tony Ramos,8000.0,10.0,0.0,Não,Sim,2022-03-02,2024-09-01,,,Sim,1,2022-03-02,Sim,,Casa,Residencial,555,359.0,800.0,0.0
